client_no,attrition_flag,customer_age,gender,education_level,marital_status,income_category,card_category,months_on_book,months_inactive_12_mon,credit_limit,total_revolving_bal,total_trans_amt,avg_utilization_ratio
714511758,Existing Customer,45,M,Graduate,Single,$80K - $120K,Blue,40,3,6363,1029,1542,0.162
715050408,Existing Customer,41,M,High School,Single,$80K - $120K,Blue,36,3,8029,1576,1094,0.196
721132233,Existing Customer,42,F,Uneducated,Married,Less than $40K,Blue,31,2,2410,1769,1217,0.734
719211558,Attrited Customer,45,M,Graduate,Single,$60K - $80K,Blue,36,1,3401,0,744,0
712069008,Existing Customer,42,F,Uneducated,Married,Less than $40K,Blue,23,2,2260,1007,1614,0.446
715996983,Existing Customer,47,M,Uneducated,Divorced,$80K - $120K,Blue,30,2,17682,2481,1747,0.14
773466258,Existing Customer,48,F,High School,Married,$40K - $60K,Blue,42,1,4206,1100,1144,0.262
798983508,Existing Customer,43,M,Graduate,Single,$80K - $120K,Silver,37,3,34516,1440,1575,0.042
719117433,Existing Customer,41,M,High School,Unknown,$80K - $120K,Blue,36,3,23018,2168,1463,0.094
716451183,Existing Customer,54,F,Uneducated,Married,$40K - $60K,Blue,44,2,5556,1711,1706,0.308
718621608,Attrited Customer,54,F,High School,Married,Unknown,Blue,44,3,6094,0,909,0
715085733,Existing Customer,61,M,Graduate,Married,$40K - $60K,Blue,52,1,2939,1999,2434,0.68
788977833,Existing Customer,61,M,Uneducated,Married,$80K - $120K,Blue,48,1,5362,1274,1876,0.238
720272958,Attrited Customer,48,M,High School,Married,$120K +,Blue,36,3,27126,0,1000,0
708421833,Existing Customer,45,F,Graduate,Single,Less than $40K,Blue,36,3,3342,2517,1139,0.753
709173108,Attrited Customer,54,F,Graduate,Married,Unknown,Blue,40,2,2532,2221,799,0.877
709879458,Existing Customer,54,F,Doctorate,Married,Unknown,Blue,46,2,1900,1376,1881,0.724
715120608,Existing Customer,44,M,Graduate,Single,$60K - $80K,Blue,37,3,14546,1703,1273,0.117
770632758,Existing Customer,50,F,Doctorate,Single,Unknown,Blue,36,3,2521,1608,1328,0.638
779078733,Existing Customer,55,M,Doctorate,Married,$60K - $80K,Blue,36,4,16427,1682,1579,0.102
771742533,Existing Customer,48,M,Graduate,Unknown,$40K - $60K,Blue,36,1,13068,1718,937,0.131
720250158,Existing Customer,45,M,College,Single,$60K - $80K,Blue,33,3,23218,1814,1749,0.078
716458983,Existing Customer,60,M,High School,Married,$40K - $60K,Blue,36,1,3281,837,1424,0.255
713747733,Existing Customer,55,M,High School,Married,$40K - $60K,Blue,47,3,3096,2217,2011,0.716
712270158,Existing Customer,62,F,High School,Married,$40K - $60K,Blue,52,2,2052,1250,1208,0.609
789562383,Existing Customer,38,F,High School,Unknown,Less than $40K,Blue,30,3,1438.3,583,1259,0.405
754897008,Existing Customer,46,M,High School,Single,$40K - $60K,Blue,39,3,9432,1418,1319,0.15
819700533,Existing Customer,50,M,High School,Single,$120K +,Silver,45,2,14938,2303,949,0.154
712890408,Existing Customer,45,M,Uneducated,Married,$60K - $80K,Blue,36,3,2221,1343,1338,0.605
720248208,Existing Customer,47,M,Post-Graduate,Divorced,$60K - $80K,Blue,37,3,5731,1577,1554,0.275
779749908,Existing Customer,48,M,College,Married,$60K - $80K,Gold,33,2,34516,2061,1350,0.06
717401883,Existing Customer,35,M,Uneducated,Married,$60K - $80K,Blue,22,2,6985,1130,1694,0.162
721509558,Existing Customer,51,M,Graduate,Married,$120K +,Blue,42,3,24221,1707,1678,0.07
710572458,Existing Customer,36,F,High School,Married,Unknown,Blue,24,1,15439,0,2069,0
714576183,Existing Customer,47,M,Graduate,Single,$80K - $120K,Blue,36,3,21637,2030,1222,0.094
721425558,Existing Customer,52,M,Graduate,Single,$120K +,Blue,37,3,14543,0,1536,0
711109908,Existing Customer,43,F,Uneducated,Married,Less than $40K,Blue,36,1,9684,2475,1400,0.256
715203108,Existing Customer,63,M,High School,Married,$40K - $60K,Blue,36,2,5007,930,1050,0.186
710027508,Existing Customer,61,M,Graduate,Married,$60K - $80K,Blue,54,2,1616,1047,1389,0.648
787464408,Existing Customer,53,M,Uneducated,Single,$60K - $80K,Blue,40,2,19116,0,1184,0
783542133,Existing Customer,53,F,Graduate,Married,Less than $40K,Blue,47,6,2759,2223,2093,0.806
708330858,Attrited Customer,57,M,Graduate,Married,$120K +,Blue,38,3,8249,1381,678,0.167
714426783,Existing Customer,38,F,Graduate,Single,Unknown,Blue,31,3,14041,2154,1467,0.153
712701333,Existing Customer,53,M,High School,Married,$60K - $80K,Blue,43,3,5264,2169,1219,0.412
709494483,Existing Customer,63,F,Unknown,Married,Less than $40K,Blue,54,2,2420,1912,1730,0.79
773373108,Existing Customer,49,F,High School,Married,Less than $40K,Blue,43,2,2826,2070,1025,0.732
715812258,Existing Customer,45,M,High School,Married,$80K - $120K,Blue,34,5,12518,1539,1165,0.123
778286433,Existing Customer,67,M,Graduate,Married,$40K - $60K,Blue,56,2,5876,1297,2133,0.221
789270033,Existing Customer,48,M,Graduate,Single,$80K - $120K,Silver,37,2,34516,0,1122,0
711569433,Existing Customer,51,F,Uneducated,Divorced,Less than $40K,Blue,38,1,9648,1926,1083,0.2
720214833,Existing Customer,52,M,High School,Single,$80K - $120K,Silver,40,3,34516,2177,1234,0.063
709346133,Existing Customer,55,F,Uneducated,Married,Unknown,Blue,35,3,3025,2376,1277,0.785
788194458,Existing Customer,34,M,High School,Married,$60K - $80K,Blue,26,3,3265,2517,1843,0.771
720779733,Existing Customer,56,M,Uneducated,Married,$120K +,Blue,36,2,6041,1355,1747,0.224
717424458,Existing Customer,44,F,Post-Graduate,Married,Less than $40K,Blue,36,3,2293,1823,1166,0.795
708820308,Existing Customer,47,M,Post-Graduate,Unknown,$80K - $120K,Blue,36,2,13399,2505,1326,0.187
710558058,Existing Customer,46,F,Unknown,Married,Less than $40K,Blue,38,3,4317,2517,1619,0.583
770590758,Existing Customer,43,F,Graduate,Single,$40K - $60K,Blue,29,2,3378,1069,1285,0.316
718490658,Existing Customer,50,F,Graduate,Single,Less than $40K,Blue,36,1,5012,2242,1142,0.447
711985833,Existing Customer,38,F,Uneducated,Single,Less than $40K,Blue,30,1,2569,1605,1190,0.625
708967608,Existing Customer,53,F,Graduate,Single,Less than $40K,Blue,45,1,3471,1785,1052,0.514
718505958,Existing Customer,43,M,Graduate,Divorced,$120K +,Silver,31,3,34516,1699,1628,0.049
715024233,Existing Customer,53,M,High School,Married,$120K +,Blue,36,3,3312,1844,1740,0.557
779249583,Existing Customer,56,F,Graduate,Married,Less than $40K,Blue,38,3,2578,2462,1378,0.955
709278258,Attrited Customer,54,M,Unknown,Married,$40K - $60K,Blue,44,3,2902,2517,996,0.867
778928283,Existing Customer,57,F,High School,Married,Less than $40K,Blue,39,2,2742,2321,1389,0.846
712299858,Existing Customer,62,M,High School,Married,Less than $40K,Blue,53,3,2077,1571,1365,0.756
799224108,Existing Customer,46,F,Graduate,Single,Less than $40K,Blue,40,1,6265,1942,1715,0.31
809976033,Existing Customer,49,M,Uneducated,Married,$60K - $80K,Blue,44,3,7819,1560,1582,0.2
716203308,Existing Customer,52,M,Graduate,Single,$80K - $120K,Blue,42,3,2731,1692,1220,0.62
714871683,Attrited Customer,58,M,Uneducated,Married,$40K - $60K,Blue,36,4,1438.3,537,715,0.373
716139933,Existing Customer,54,M,High School,Married,$80K - $120K,Blue,36,1,16286,1710,2552,0.105
716984658,Existing Customer,49,M,Graduate,Married,$120K +,Blue,39,2,34516,0,1106,0
713086008,Existing Customer,58,F,High School,Married,Less than $40K,Blue,47,1,2609,2439,1731,0.935
713773458,Existing Customer,52,M,High School,Single,$60K - $80K,Blue,45,3,7567,1173,1435,0.155
719242533,Existing Customer,41,M,High School,Married,$60K - $80K,Blue,33,3,22770,2517,1882,0.111
772712658,Existing Customer,62,F,Uneducated,Married,Less than $40K,Blue,50,1,3791,1648,2058,0.435
788868858,Existing Customer,54,M,Graduate,Married,Less than $40K,Blue,39,4,2702,2517,1658,0.932
811898133,Existing Customer,40,F,High School,Divorced,Less than $40K,Blue,35,1,2555,2117,1334,0.829
788808633,Existing Customer,43,M,Graduate,Married,$80K - $120K,Blue,26,3,2355,1090,1441,0.463
779804208,Existing Customer,53,F,Graduate,Single,$40K - $60K,Blue,42,2,5332,0,1371,0
781391058,Existing Customer,55,M,Uneducated,Single,$40K - $60K,Blue,49,3,1443,1375,1991,0.953
790134408,Existing Customer,46,M,Graduate,Single,$60K - $80K,Blue,39,2,10741,755,1278,0.07
788853258,Existing Customer,41,M,Uneducated,Married,$60K - $80K,Blue,25,2,7984,1503,1734,0.188
711857733,Existing Customer,49,M,Uneducated,Single,$60K - $80K,Blue,32,2,18584,2517,1330,0.135
822969858,Existing Customer,61,F,Graduate,Married,Unknown,Blue,56,1,5585,1465,1787,0.262
719554758,Existing Customer,46,M,Uneducated,Married,$80K - $120K,Blue,38,3,34516,2165,1672,0.063
711643458,Existing Customer,50,F,Uneducated,Married,Less than $40K,Blue,43,3,1438.3,0,1439,0
788830683,Existing Customer,40,M,Graduate,Single,$80K - $120K,Blue,24,1,2478,2031,1558,0.82
807030858,Existing Customer,51,M,High School,Single,$120K +,Blue,46,3,34516,2274,1795,0.066
793059108,Existing Customer,50,F,Graduate,Married,$40K - $60K,Blue,44,2,2339,1440,893,0.616
716568708,Existing Customer,47,F,Graduate,Married,Less than $40K,Blue,36,3,2726,0,1099,0
828281733,Existing Customer,43,M,Unknown,Married,$120K +,Blue,39,3,14881,848,1408,0.057
717229158,Existing Customer,36,F,Graduate,Married,$40K - $60K,Blue,36,3,1628,969,1893,0.595
715915458,Existing Customer,47,F,Graduate,Married,Less than $40K,Blue,34,2,3156,1644,1151,0.521
819129858,Existing Customer,46,F,Graduate,Single,Less than $40K,Blue,41,3,4745,1270,1519,0.268
713441958,Existing Customer,46,M,High School,Married,$120K +,Blue,36,3,19727,1785,1245,0.09
719091333,Existing Customer,52,M,Uneducated,Married,$60K - $80K,Blue,36,3,22720,793,1102,0.035
708666258,Existing Customer,43,M,Unknown,Married,$40K - $60K,Blue,36,3,8129,1799,1402,0.221
714914583,Existing Customer,40,F,Graduate,Single,Less than $40K,Blue,27,2,3751,1521,1060,0.405
714363858,Existing Customer,54,F,High School,Married,Less than $40K,Blue,36,5,1594,1411,1459,0.885
721347408,Existing Customer,55,F,High School,Single,Less than $40K,Blue,43,2,2569,1403,1456,0.546
809608533,Existing Customer,49,F,Post-Graduate,Single,Unknown,Blue,44,3,18206,1586,1439,0.087
772047183,Existing Customer,45,M,High School,Married,$40K - $60K,Blue,34,3,3104,1766,1353,0.569
714217908,Existing Customer,49,M,Graduate,Married,$40K - $60K,Blue,41,3,2406,1560,1173,0.648
714819183,Existing Customer,63,M,Uneducated,Married,$80K - $120K,Blue,36,2,24571,1955,1746,0.08
716455683,Existing Customer,40,F,High School,Single,Less than $40K,Gold,36,2,15534,726,1279,0.047
710865633,Existing Customer,41,F,Graduate,Married,Less than $40K,Silver,33,2,12301,2250,1307,0.183
752952108,Existing Customer,37,M,Graduate,Married,$80K - $120K,Blue,26,2,2846,1818,1473,0.639
712595433,Existing Customer,58,M,Uneducated,Unknown,$120K +,Blue,49,2,9788,1794,1805,0.183
714982383,Existing Customer,55,M,High School,Married,$60K - $80K,Blue,36,3,7231,2381,1421,0.329
813814008,Existing Customer,53,F,High School,Married,Less than $40K,Blue,48,3,2324,1576,1272,0.678
794545983,Existing Customer,57,M,Graduate,Married,$80K - $120K,Blue,40,2,12208,1980,1409,0.162
708288108,Attrited Customer,43,M,Post-Graduate,Unknown,$80K - $120K,Blue,30,5,5639,1547,647,0.274
715585158,Existing Customer,58,M,Graduate,Married,$60K - $80K,Blue,46,3,10021,1617,1275,0.161
810449883,Existing Customer,64,M,Unknown,Married,Less than $40K,Blue,56,1,2215,1915,1270,0.865
789863208,Existing Customer,54,F,Graduate,Married,Less than $40K,Blue,44,2,2027,1480,1702,0.73
715022133,Existing Customer,53,M,Graduate,Married,$60K - $80K,Blue,47,2,6363,1162,1256,0.183
712506708,Existing Customer,39,F,College,Single,Less than $40K,Blue,25,1,3920,2008,3178,0.512
715699983,Existing Customer,56,M,High School,Married,$60K - $80K,Blue,36,1,9226,1233,1626,0.134
818942433,Existing Customer,54,F,Unknown,Divorced,Less than $40K,Blue,49,1,9376,1288,1562,0.137
712459233,Existing Customer,59,F,Post-Graduate,Married,$40K - $60K,Blue,46,3,1944,1346,1960,0.692
716545383,Existing Customer,42,M,Uneducated,Single,$40K - $60K,Blue,36,1,9599,1554,1154,0.162
721144383,Existing Customer,42,M,Graduate,Married,$60K - $80K,Silver,28,1,28202,843,1629,0.03
821837958,Existing Customer,43,M,College,Unknown,$80K - $120K,Blue,39,3,24850,1662,1226,0.067
804359133,Existing Customer,55,M,High School,Married,$120K +,Blue,49,3,3805,2233,1743,0.587
713308683,Existing Customer,52,M,Uneducated,Single,$80K - $120K,Blue,37,2,2733,1306,1139,0.478
788780958,Existing Customer,46,M,Uneducated,Unknown,$40K - $60K,Blue,27,3,12781,1253,1073,0.098
717354558,Attrited Customer,57,M,Uneducated,Married,$120K +,Blue,40,3,3106,1120,683,0.361
798473808,Existing Customer,48,M,College,Married,$80K - $120K,Blue,42,3,7477,0,1159,0
712372158,Existing Customer,45,M,Unknown,Married,$120K +,Blue,33,1,34516,2086,1859,0.06
715192308,Existing Customer,48,M,High School,Married,$120K +,Blue,36,5,29963,2094,1205,0.07
708813033,Existing Customer,47,M,Graduate,Single,$40K - $60K,Blue,36,3,6509,2033,1409,0.312
714639783,Attrited Customer,42,M,College,Married,$60K - $80K,Blue,34,3,13450,0,1000,0
709311633,Existing Customer,41,M,Graduate,Unknown,$60K - $80K,Silver,36,2,27000,0,1209,0
709470858,Existing Customer,51,M,College,Married,$120K +,Silver,31,2,34516,1254,1366,0.036
717292758,Existing Customer,55,F,Graduate,Single,Less than $40K,Blue,47,3,6347,0,1161,0
779241783,Existing Customer,67,M,Uneducated,Married,$40K - $60K,Blue,49,3,3106,1675,1512,0.539
715205358,Existing Customer,39,M,Graduate,Married,$60K - $80K,Blue,31,1,2536,913,1750,0.36
778871508,Existing Customer,54,M,Post-Graduate,Single,$60K - $80K,Blue,35,3,13048,1954,1170,0.15
779462433,Existing Customer,55,F,Unknown,Married,Less than $40K,Blue,37,3,2453,968,2218,0.395
710147958,Existing Customer,47,M,High School,Married,$40K - $60K,Silver,36,2,16138,1249,1198,0.077
709864833,Existing Customer,49,M,Post-Graduate,Married,$60K - $80K,Blue,38,2,8077,1965,1329,0.243
778868958,Attrited Customer,42,F,Graduate,Married,Less than $40K,Blue,23,3,1929,1673,857,0.867
717276708,Existing Customer,57,M,Unknown,Single,$80K - $120K,Blue,36,3,3127,2517,1470,0.805
710004933,Existing Customer,44,M,Uneducated,Married,$60K - $80K,Blue,36,3,8645,1454,1435,0.168
753606108,Existing Customer,56,M,Unknown,Single,$60K - $80K,Blue,49,1,1438.3,0,1093,0
710940183,Attrited Customer,49,F,Graduate,Married,Less than $40K,Blue,38,3,2185,0,715,0
718927533,Existing Customer,45,M,Graduate,Single,$80K - $120K,Blue,32,2,24487,2517,1512,0.103
719337408,Existing Customer,63,M,High School,Married,$60K - $80K,Blue,36,2,2567,0,2399,0
772308408,Existing Customer,44,M,Graduate,Single,$80K - $120K,Blue,33,3,4131,785,906,0.19
712981383,Existing Customer,44,F,College,Married,Less than $40K,Silver,37,2,10790,1930,1052,0.179
790099758,Existing Customer,40,M,High School,Married,$40K - $60K,Blue,33,3,6884,1001,975,0.145
709547658,Attrited Customer,39,M,Uneducated,Single,$60K - $80K,Blue,36,3,13961,1299,783,0.093
778770783,Existing Customer,42,M,High School,Married,$80K - $120K,Blue,30,1,29801,1916,990,0.064
713134458,Existing Customer,54,M,High School,Married,$120K +,Blue,43,1,13219,0,1097,0
712159083,Attrited Customer,58,F,Unknown,Married,Less than $40K,Blue,46,3,2536,0,901,0
713639958,Existing Customer,46,F,Graduate,Divorced,Less than $40K,Blue,36,3,9478,820,1327,0.087
771180033,Existing Customer,47,F,Unknown,Divorced,$40K - $60K,Blue,34,1,3502,1851,1814,0.529
717916758,Existing Customer,67,F,Unknown,Married,Unknown,Blue,56,3,10509,2388,1365,0.227
711089733,Existing Customer,50,F,College,Divorced,Less than $40K,Blue,36,3,1491,0,1058,0
716988633,Existing Customer,55,M,High School,Divorced,$60K - $80K,Blue,46,1,9734,0,1476,0
779031033,Existing Customer,46,F,Graduate,Married,$40K - $60K,Blue,22,1,2305,1627,1230,0.706
716302383,Existing Customer,47,F,Uneducated,Married,$40K - $60K,Blue,36,1,14241,2081,1581,0.146
718281408,Existing Customer,36,F,Unknown,Married,$40K - $60K,Blue,25,1,4789,1257,1534,0.262
721333233,Existing Customer,40,M,Doctorate,Divorced,$60K - $80K,Blue,34,2,23138,1727,1612,0.075
794496033,Existing Customer,57,M,Unknown,Single,$80K - $120K,Blue,38,1,23008,2280,1302,0.099
710519433,Existing Customer,48,M,Unknown,Divorced,$80K - $120K,Blue,36,1,3131,2517,1439,0.804
814995933,Existing Customer,58,F,Graduate,Married,Less than $40K,Blue,53,3,5798,1794,1724,0.309
721469433,Existing Customer,48,M,Graduate,Single,$40K - $60K,Blue,36,2,6880,1390,1784,0.202
788386908,Existing Customer,48,M,Graduate,Unknown,$80K - $120K,Platinum,41,2,34516,1531,1156,0.044
717198633,Existing Customer,53,F,College,Married,$40K - $60K,Blue,34,2,2075,1469,2556,0.708
767695083,Existing Customer,50,M,Graduate,Married,$80K - $120K,Blue,44,3,4589,0,1590,0
711791583,Attrited Customer,52,F,Graduate,Single,Less than $40K,Blue,40,2,2317,0,884,0
712315683,Attrited Customer,53,F,Uneducated,Single,Less than $40K,Blue,45,1,1981,1518,973,0.766
710038008,Existing Customer,56,F,Graduate,Single,$40K - $60K,Blue,47,2,6038,0,1447,0
789129033,Existing Customer,44,M,Unknown,Single,$80K - $120K,Blue,32,3,14910,877,1150,0.059
718349058,Existing Customer,49,M,High School,Married,$80K - $120K,Blue,39,3,29659,1143,1193,0.039
789842283,Attrited Customer,54,M,Graduate,Married,$60K - $80K,Blue,42,3,4320,0,706,0
714513033,Existing Customer,39,F,Unknown,Single,$40K - $60K,Blue,36,1,11213,0,1257,0
714717483,Existing Customer,39,F,Uneducated,Divorced,Unknown,Blue,29,1,26181,0,1303,0
714900408,Existing Customer,41,F,High School,Single,Less than $40K,Blue,31,1,5773,0,1306,0
719418933,Attrited Customer,53,M,Uneducated,Married,$80K - $120K,Blue,36,3,4503,0,748,0
720115683,Existing Customer,47,M,Uneducated,Married,$80K - $120K,Blue,36,2,29770,1565,1774,0.053
779504058,Existing Customer,46,F,Post-Graduate,Married,Less than $40K,Blue,28,1,5014,1910,1209,0.381
795979833,Existing Customer,53,F,High School,Married,Less than $40K,Blue,47,1,3445,1074,1074,0.312
717392358,Existing Customer,60,M,Graduate,Married,$80K - $120K,Blue,50,2,23412,1078,1786,0.046
718640508,Existing Customer,59,F,Graduate,Single,Less than $40K,Blue,46,1,3044,1611,1456,0.529
803366358,Existing Customer,38,M,Unknown,Single,$60K - $80K,Blue,29,2,14596,2192,1300,0.15
709230708,Existing Customer,56,M,Uneducated,Single,Less than $40K,Blue,36,2,3864,1654,1470,0.428
781794708,Attrited Customer,35,M,Post-Graduate,Unknown,$80K - $120K,Blue,29,1,17030,1911,715,0.112
801383808,Existing Customer,50,M,Graduate,Single,$60K - $80K,Blue,44,2,23090,839,1198,0.036
710677608,Existing Customer,53,M,Post-Graduate,Unknown,$80K - $120K,Blue,36,2,29205,1208,1556,0.041
708217758,Existing Customer,63,M,Graduate,Married,$60K - $80K,Blue,49,2,14035,2061,1606,0.147
714272658,Attrited Customer,43,F,Uneducated,Single,Less than $40K,Blue,24,3,2962,2517,929,0.85
717469158,Existing Customer,46,M,Unknown,Married,$80K - $120K,Blue,30,3,18578,1385,1606,0.075
711864783,Existing Customer,61,M,Uneducated,Single,$60K - $80K,Blue,46,3,2201,1138,1199,0.517
719407983,Existing Customer,37,F,Post-Graduate,Married,Less than $40K,Blue,25,3,2061,1483,2400,0.72
710665533,Existing Customer,42,F,Doctorate,Married,Unknown,Blue,23,2,24602,1660,1337,0.067
716804283,Existing Customer,41,M,Uneducated,Divorced,$120K +,Blue,29,2,15911,896,1270,0.056
767294658,Attrited Customer,56,M,College,Single,$120K +,Blue,50,2,16867,0,654,0
709122483,Existing Customer,56,M,Graduate,Married,$60K - $80K,Blue,37,3,2783,1526,1909,0.548
708241233,Attrited Customer,52,F,Post-Graduate,Single,Less than $40K,Blue,47,3,2972,0,922,0
